fel,2.926488,-0.441078,-1.713436,-73.192886,66.343773,188.981644,0,0,0,0,0,0,-8.389856,-6.605611,-5.091181,26.609024,77.019638,-43.923367,-7.240521,-6.893349,-5.138318,-35.824715,48.596447,40.759476,8.411429,6.196108,5.790317,28.070290,44.473473,11.749684
fel,0.216203,-1.292454,-2.366971,65.628464,65.616844,138.564056,0,0,0,0,0,0,-5.054375,-3.905571,-0.210442,-15.551215,23.429852,-30.793369,-4.231289,-2.830376,0.167808,25.573467,11.763483,-45.573078,0,0,0,0,0,0
fel,-0.958036,-1.440868,0.126096,65.600006,140.351822,-80.716515,0,0,0,0,0,0,-0.628002,0.136540,2.514880,-14.975506,26.248692,-92.236176,0,0,0,0,0,0,0,0,0,0,0,0
fel,-1.316570,-0.630460,2.380210,-20.832790,57.284107,-26.551594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.360665,3.440024,5.057559,-14.727086,-26.194059,5.754138
fel,0,0,0,0,0,0,0,0,0,0,0,0,-6.350326,-4.875344,-4.838068,27.708996,-32.787113,116.909935,-6.174665,-5.554129,-4.631670,11.379954,12.787520,47.847031,7.422749,4.621898,3.753199,12.344790,15.726702,59.459011
fel,-1.672724,-3.013502,-4.956676,14.721873,-63.230034,110.740036,0,0,0,0,0,0,-4.465912,-3.841526,-1.602664,38.961086,43.676861,60.606297,-4.617931,-3.900862,-1.355048,30.039959,13.332030,-9.154573,7.219621,6.825712,5.334734,36.437412,77.263535,46.324680
fel,-1.226435,-1.572483,-1.456789,33.950039,158.625626,-106.256279,0,0,0,0,0,0,-3.157881,-1.249289,0.709024,39.179115,66.260979,-56.626461,-1.857864,-1.000358,0.820804,-5.252438,20.949238,-30.157455,0.332594,-1.806687,6.579338,26.715033,48.892891,-63.990025
fel,0,0,0,0,0,0,0,0,0,0,0,0,0.352742,0.742535,3.066877,-21.182875,29.128563,-64.508469,0.081123,0.281737,2.633554,-15.316430,-7.075813,-9.778470,0,0,0,0,0,0
fel,0,0,0,0,0,0,0,0,0,0,0,0,-0.238455,-0.371058,2.230057,-26.055965,-57.616764,9.057565,0,0,0,0,0,0,0,0,0,0,0,0
fel,-0.946126,1.124886,5.551270,-7.713375,-47.609932,-85.108521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061757,2.356866,3.373316,11.182107,60.436012,126.235863
fel,3.628515,-2.112886,-3.961437,-48.130547,-138.022263,43.339386,0,0,0,0,0,0,-7.753016,-4.874747,-5.390558,27.796288,8.095002,113.317459,-8.743241,-6.573709,-5.012948,5.721145,38.217342,126.370514,8.348372,4.943866,4.447631,60.823414,76.275093,147.542999
fel,-1.944077,-3.169211,-5.380310,13.312342,61.842304,155.348740,0,0,0,0,0,0,-7.523550,-5.754849,-2.582980,46.002701,18.560013,-44.783287,-6.396430,-5.046227,-2.128921,56.037659,54.770370,-12.716583,6.887035,5.969389,5.272689,69.833244,72.850197,-31.976990
fel,-3.205503,-4.935423,-3.464952,64.173004,175.762497,-93.324692,0,0,0,0,0,0,-3.150045,-1.836783,1.154598,-21.127565,95.802650,-117.102455,-1.799118,-0.883741,2.090028,-6.175538,56.680027,-94.116310,4.698520,2.747132,5.224519,-12.701276,-13.578036,-86.646347
fel,-2.195833,-1.730385,1.137605,-21.026243,103.318581,-105.997421,0,0,0,0,0,0,1.808723,1.665813,5.009658,-30.736149,38.996277,-85.949669,1.817659,1.677312,3.824862,-30.083111,-9.129830,-28.487942,1.209418,1.295005,3.966026,-42.047039,-90.947205,-39.190521
fel,-4.248132,-0.095077,9.456011,-27.794695,-12.165435,9.050035,0,0,0,0,0,0,0.269158,-0.422146,1.247814,-29.959906,-90.781364,29.841269,-1.743268,-3.713784,-1.792744,-16.762529,-48.261818,-13.732735,4.897544,4.708532,5.350666,-19.049129,-5.491693,7.471945
fel,5.977099,1.686604,2.826071,5.793394,-70.425987,-145.176102,0,0,0,0,0,0,-4.271088,-0.993108,-4.906671,11.503322,-74.063934,109.532295,-5.709442,-5.149316,-6.677992,-7.220842,-16.694769,45.881115,4.669018,6.512040,8.194560,5.313858,68.478477,73.202026
fel,0.258024,-5.553521,-7.644128,-63.769695,-171.567215,91.381516,0,0,0,0,0,0,-7.251407,-6.185524,-2.038131,32.797482,-42.740677,125.561531,-7.991416,-7.173254,-3.605343,24.617052,5.358634,62.552494,11.189030,9.531870,5.572371,48.429863,69.797340,91.829659
fel,-4.283669,-5.578518,-7.091600,22.046703,157.346024,-111.829033,0,0,0,0,0,0,-9.596464,-8.458351,-8.992386,39.051041,127.710083,-98.736847,-2.261924,0.105483,1.497076,33.008354,118.768112,-68.692551,3.452776,0.395375,5.777103,58.011971,87.314331,-52.549301
fel,-2.908729,-2.487343,-0.628064,-25.129614,145.755432,-131.238693,0,0,0,0,0,0,-5.759744,-2.811209,2.688614,-24.920799,91.209114,-126.369972,0.862472,1.392861,3.324926,-18.674355,67.526520,-58.614605,3.513715,1.972292,6.102414,-18.286570,-83.815956,-60.952545
fel,-4.104333,-3.384444,0.783520,-28.983194,95.058243,41.875435,0,0,0,0,0,0,1.397000,1.995427,4.501671,-32.419239,8.330530,-46.200275,1.367716,1.797678,3.812842,-19.404345,-14.689969,-12.258096,4.427469,4.375831,4.567270,-34.289833,-48.726612,-20.365192
fel,0,0,0,0,0,0,0,0,0,0,0,0,-0.659884,-0.462683,0.900908,-22.120550,-73.736893,10.075017,-1.174194,-1.767479,-1.848987,-8.362585,-50.222370,-53.601063,0,0,0,0,0,0
fel,7.610868,4.556219,2.534358,-19.576754,-102.325272,-149.050568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.375271,5.382357,6.513193,18.256056,93.332954,-38.605114
fel,-0.523909,-4.880709,-7.137498,-73.913567,-171.948700,83.738464,0,0,0,0,0,0,-7.784451,-5.472721,-3.569468,30.612223,-28.702103,122.355949,0,0,0,0,0,0,10.890467,6.204675,3.725660,-13.210595,10.930841,110.697021
fel,-6.098858,-4.760289,-6.377301,20.673386,-24.905991,115.140053,0,0,0,0,0,0,-4.929200,-3.142332,0.605956,40.578773,35.056789,29.183701,0,0,0,0,0,0,6.746912,3.958989,2.845348,46.199879,139.935974,-93.424850
fel,-3.403086,-3.311771,-3.231916,39.892391,162.850647,-103.398254,0,0,0,0,0,0,-0.929725,-0.056688,0.832995,20.300091,86.092247,-77.196358,0,0,0,0,0,0,-0.232623,-2.722754,3.289013,-23.305632,43.634769,-120.190941
fel,-1.430798,-1.994865,0.409528,-23.630911,143.421371,-130.176880,0,0,0,0,0,0,2.176690,2.213396,4.284385,-24.173260,87.645966,-123.418678,1.811326,2.432427,3.916336,-25.918604,63.259441,-71.834282,3.133080,2.299706,5.105699,-37.020176,-159.598480,-5.889919
fel,-3.753397,-1.695162,4.275070,-28.999216,52.353271,40.219509,0,0,0,0,0,0,2.822347,3.346749,4.670689,-32.502762,-18.443172,-43.133312,1.746447,1.606152,2.650236,-23.218977,-49.388058,-34.170227,0,0,0,0,0,0
fel,-2.837159,3.091383,11.199692,23.669626,-22.733711,-97.661446,0,0,0,0,0,0,0.930593,1.219079,1.538002,-25.387766,-93.975273,-41.449261,-0.342779,0.337062,-1.854896,-20.735649,-88.198776,-91.829567,6.663430,4.304714,5.458294,5.731999,16.229803,30.500444
fel,4.656874,0.417565,-1.189192,-44.056076,-148.391800,-19.754417,0,0,0,0,0,0,-1.517411,-1.147995,-3.592702,-20.085855,-85.694809,76.834671,-5.277416,-5.621468,-6.086506,-59.107796,-66.004082,19.219175,7.259727,5.458988,6.453382,21.386549,86.574516,106.922234
fel,-0.705570,-4.196860,-6.420000,-6.340959,-113.851257,105.468208,0,0,0,0,0,0,-4.614953,-4.244584,-2.486020,25.025118,-48.424591,119.181900,-6.006541,-5.404514,-3.726593,9.700624,18.495070,93.232056,9.524699,6.328578,3.487381,63.721630,109.138786,60.080196
fel,-3.074984,-3.640384,-4.699442,28.145687,158.146011,-49.227882,0,0,0,0,0,0,-0.711283,-0.345683,1.682355,37.235470,137.391571,-101.273689,-2.124070,-0.732357,0.708205,45.859951,124.664314,-86.160004,4.684044,0.623694,5.608757,30.841852,43.055576,-56.026127
fel,-1.957052,-2.074523,0.112209,-13.022249,124.453918,-120.842377,0,0,0,0,0,0,1.226996,1.465141,3.466437,-24.569523,112.483711,-128.176865,0.686027,1.512858,3.057372,-22.139154,69.035782,-45.502792,1.100203,0.370750,4.837749,-23.345097,-85.156799,-50.091022
fel,-2.769749,-1.304901,1.800057,-28.863358,70.359703,28.756710,0,0,0,0,0,0,2.751974,3.079464,4.939478,-30.846041,32.210777,-6.659309,1.446788,2.175609,3.796992,-15.420231,-20.037907,-18.581444,0,0,0,0,0,0
