le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.395507,5.205976,5.129379,-5.093675,-6.501668,-6.840913,
le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.530768,5.309510,5.097951,-6.031954,-7.405449,-5.826888,
le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.686929,1.928566,1.454966,-5.223454,-6.627645,-6.820254,6.494021,5.902742,5.897512,-6.747352,-6.245730,-9.586783,
le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.884417,1.932850,1.133594,-6.198772,-6.767462,-5.719046,6.945612,6.351759,5.674285,-8.399358,-9.870312,-5.486538,
le,-0.980609,0.912466,2.046742,11.209955,11.681574,10.842180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
le,-0.453420,1.133527,2.197513,9.543537,8.083123,15.273320,0.120886,-0.201912,0.337395,8.743383,7.862906,13.269703,1.437859,0.919480,1.511148,9.208351,10.199073,15.892785,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0.421280,-0.057284,0.543272,11.437791,5.129306,12.672473,1.752153,0.985766,1.549682,13.914618,10.310046,17.860889,3.066738,2.128323,2.204995,12.125044,6.732285,14.130434,0,0,0,0,0,0,
le,0.362882,1.024084,1.773281,13.917623,-15.153283,15.319754,0.525509,-0.210396,0.358984,10.230412,6.506740,13.581211,1.938709,0.832751,1.295251,14.927984,15.879056,20.783079,2.724748,1.803641,1.888886,11.414354,14.151462,23.880583,5.015345,4.656059,4.658599,7.657138,5.536322,27.285971,
le,0,0,0,0,0,0,0.546463,-0.398657,0.198384,10.898189,11.682958,11.891687,1.427255,0.537706,1.302298,17.518820,18.771948,18.335283,2.231442,1.469554,1.812907,18.919958,16.971128,16.719057,4.565918,4.139488,4.185448,19.153917,15.717793,13.792199,
le,0,0,0,0,0,0,0.415771,-0.364338,0.744746,10.238862,10.288271,7.222896,1.458004,0.530129,1.435196,15.854661,15.658860,12.031219,2.127789,1.350914,1.888200,14.198996,14.119412,9.244882,4.231698,3.851884,4.016952,11.049140,15.651542,7.317105,
le,0,0,0,0,0,0,0,0,0,0,0,0,1.728046,0.686567,1.757668,10.627680,10.158031,5.464188,0,0,0,0,0,0,4.183608,3.810139,4.014986,5.799954,8.733080,6.043042,
le,-1.942458,-0.711194,0.586896,-7.760173,-10.896160,-11.485140,0.316118,-0.958427,-0.125077,-5.817047,-5.212544,-8.681837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
le,-1.320834,-0.294672,0.261400,-9.742925,-14.652267,-10.488648,0.716805,-0.740369,-0.024528,-7.562776,-9.169382,-8.998432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0.553319,-1.007353,-0.775356,-8.002101,-9.654774,-8.039233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0.044555,-1.383923,-1.159393,-7.100557,-7.993979,-6.053615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0,0,0,0,0,0,0.386247,-0.600691,-0.028028,5.137595,7.030453,5.103690,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0,0,0,0,0,0,0.825829,-0.163147,0.289972,5.151245,6.519597,5.681882,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0,0,0,0,0,0,0.805470,-0.031444,0.479225,5.383903,6.312198,5.290537,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0,0,0,0,0,0,1.011247,0.386824,0.924148,5.013013,6.112590,6.789571,0,0,0,0,0,0,0,0,0,0,0,0,
le,0,0,0,0,0,0,0,0,0,0,0,0,1.285523,0.676172,1.138191,6.384972,5.681230,5.292647,0,0,0,0,0,0,0,0,0,0,0,0,
le,1.287758,-0.060299,-0.011936,-11.870224,-40.567135,-63.998169,0,0,0,0,0,0,7.451379,1.412969,10.495457,6.120751,-48.974949,-66.994095,0,0,0,0,0,0,0,0,0,0,0,0,
le,-0.945332,-2.327002,-1.034791,-41.332245,-117.494652,-161.995712,3.777690,-6.151170,3.671169,-28.600491,-87.959091,-17.762180,4.734763,-6.670060,3.898133,-40.813099,-122.671860,19.319813,5.253777,-3.103347,2.453384,-20.335560,-102.730965,-72.175507,0,0,0,0,0,0,
le,-4.176918,-4.320223,-3.735678,-81.431602,-60.210957,-26.246344,4.595684,-5.404405,-2.480776,-8.007939,-102.100380,-56.036270,5.931524,-5.659432,-1.880772,7.725439,-105.184608,-126.735390,7.838069,-6.311080,-2.538529,-38.677269,-132.245026,-115.204422,4.175991,-4.758066,-5.372760,-59.479805,-145.894974,-129.130219,
le,-4.328838,-5.093734,-4.598439,-14.129269,-50.632084,-117.441200,-1.188921,-7.336054,-5.346050,-27.399426,9.642740,27.090099,0.608571,-7.611619,-8.740570,-68.579460,-17.591288,25.186214,0,0,0,0,0,0,0.173571,-5.264349,-6.457763,-74.274643,21.014690,30.040359,
le,-4.400644,-4.468219,-3.332479,-55.614063,93.678902,130.934738,-2.499543,-7.593804,-0.460491,16.739153,93.210938,75.453918,-3.152593,-11.212529,-2.580358,13.918333,102.049454,42.051140,-1.699911,-9.858180,-0.292279,9.692616,88.114204,59.662022,0.380069,-5.438813,-1.285682,18.014605,97.975052,78.921265,
le,-5.290610,-5.008068,-4.994802,64.680725,108.858833,160.819000,1.546534,-7.484347,-3.508880,44.544781,130.654526,97.374832,0.788549,-9.014731,-1.865358,20.483015,119.048912,161.763992,6.827854,-7.644065,0.265576,33.332970,123.422836,154.990250,4.814627,-4.623916,-1.682630,45.928181,133.438583,171.931244,
le,-6.462748,-5.786726,-5.535228,80.428238,145.765869,181.963837,0.803890,-8.123750,0.985355,51.580059,147.255219,91.673531,1.208650,-6.632005,3.049026,81.279671,176.973816,99.086983,2.952212,-4.105142,2.535119,82.554047,173.735733,138.431580,0.635552,-3.410878,0.525123,88.310799,180.488373,132.603394,
le,-4.945251,-5.017023,-3.955996,95.716705,132.328354,120.205437,-0.467970,-1.687711,4.151687,43.701572,147.616959,74.749634,0.832289,-0.607200,4.301627,41.658253,153.372467,40.864067,0.589938,0.281887,4.173868,71.438240,167.249619,97.510132,0,0,0,0,0,0,
le,-3.118573,-2.201898,-0.140908,75.289993,100.097832,82.652222,3.729782,3.823196,5.778694,32.077496,93.977699,42.064346,4.030023,4.593396,7.030072,16.035049,62.575397,28.098232,3.427661,4.338611,6.502181,43.081257,63.910202,36.793674,0,0,0,0,0,0,
le,-0.732170,0.531103,2.811834,52.552048,49.256912,37.639042,0,0,0,0,0,0,0,0,0,0,0,0,4.996979,4.636811,4.939461,22.064053,-13.372988,-6.769088,5.023125,5.072378,5.371483,-8.625722,-51.526913,-8.533180,
le,0,0,0,0,0,0,1.752925,1.033005,0.429089,-11.241173,-14.715992,-15.572398,2.373530,1.644422,0.791321,-6.854620,-13.426600,-9.141085,4.119871,3.511577,2.307977,-11.494146,-21.741318,-21.062984,5.383995,5.324364,4.835455,-13.618375,-20.133675,-32.602585,
le,0,0,0,0,0,0,0.482031,0.080971,-0.247604,-12.445949,-10.908462,-9.789417,0,0,0,0,0,0,3.334342,3.074785,2.478806,-16.600956,-8.161815,-10.001384,5.226832,5.232563,4.825031,-23.788166,-14.970781,-6.365355,
le,-0.644973,1.049814,1.780808,-7.720192,-7.239575,-6.558866,0,0,0,0,0,0,0,0,0,0,0,0,2.445984,2.329470,2.228665,-5.465881,-8.082452,-7.110733,0,0,0,0,0,0,
le,0,0,0,0,0,0,0.007464,-0.087366,0.010472,-5.654892,-9.113491,-9.275499,0,0,0,0,0,0,2.719984,2.403148,2.070118,-6.347628,-9.908456,-11.674479,0,0,0,0,0,0,
le,-0.896073,0.969258,1.844283,-5.059061,-8.597036,-9.937022,0.189351,-0.067081,-0.150243,-8.299237,-12.817685,-12.730514,1.391099,0.882043,0.375868,-7.499793,-8.384315,-8.149066,2.813071,2.334212,1.699708,-10.211593,-10.143584,-10.094235,4.888749,4.827032,4.690767,-7.857060,-8.617488,-8.021485,
le,0,0,0,0,0,0,0.008545,-0.179736,-0.032904,-11.276196,-9.546375,-8.274015,0.577250,0.419192,0.743295,-7.346837,-6.436814,-7.004687,2.258616,1.934018,1.996661,-9.053061,-9.613318,-8.973521,4.697469,4.532877,4.641910,-7.160944,-7.467764,-6.793721,
le,0,0,0,0,0,0,0.456733,0.598703,1.848149,-7.320031,-13.262448,-11.967011,1.341091,1.393150,2.746937,-6.201412,-11.659846,-5.115704,2.184126,2.387434,3.917927,-8.116801,-17.520433,-12.682539,4.551548,4.215641,5.245282,-6.140702,-19.773857,-16.279291,
le,1.088799,0.273696,2.573854,-17.300873,-41.745632,-41.711048,2.154727,1.642218,5.827801,-10.321321,-42.069656,-13.322014,0,0,0,0,0,0,0,0,0,0,0,0,4.069361,1.859340,5.780952,-13.236586,-54.444702,41.060352,
le,1.810062,-1.903944,-5.037814,-31.547718,-86.729111,-159.569199,2.682092,-5.774491,3.142767,-8.292242,-80.352539,-31.563744,0,0,0,0,0,0,0,0,0,0,0,0,4.863267,-1.673319,4.808761,17.872610,-101.382248,45.798645,
le,-8.529783,-6.388197,-2.799526,-72.865944,-133.091476,-157.095245,2.961962,-5.588331,-0.465272,-14.928812,-108.825470,-158.528946,5.467309,-5.426161,1.498370,-38.716866,-122.430847,-187.511749,8.434526,-5.983454,2.490731,-55.586445,-138.616226,-200.727798,5.431907,-3.922887,-5.844152,15.056736,-116.475937,-202.593262,
le,-6.044159,-6.720678,-5.536418,-87.529648,-173.964722,-218.344559,3.142570,-7.486129,-6.161667,-76.418732,-113.629257,-110.450256,5.801852,-6.872900,-8.745691,-85.049828,-142.574631,-108.207733,10.305135,-7.057786,-8.977420,-91.696381,-41.129650,-47.350880,5.140668,-5.392799,-8.145741,-80.640289,18.939276,-46.890274,
le,-4.815438,-6.328849,-4.767456,-107.068413,90.165825,120.271729,-1.968085,-10.042821,-2.730147,-72.576920,56.443855,91.408081,-2.322291,-11.358362,-4.210079,-56.505360,95.799438,150.651321,-0.152184,-11.344465,1.489706,-29.429667,69.882401,96.962296,0.041757,-9.548409,-0.362786,-20.431631,101.952415,194.760681,
